,id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
122,akilendra,Java,JavaScript,PHP,MySQL,AngularJS,Nodejs,SQL,Web Development,HTML,Big Data Analytics,Machine Learning,Software Development,Programming,CSS,C,MongoDB,Microsoft Excel,Python,Hadoop,Hive,Amazon Web Services AWS,Software Engineering,C,Windows,Eclipse,Spark,ScikitLearn,AJAX,JSON,ASPNET,NLTK,PhoneGap,Titanium Mobile,Mobile Applications,TypeScript,Text Analytics,Natural Language Processing,Amazon EC,Amazon S,Docker,Microservices,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
123,nethmi-chethika-de-silva,Java,MySQL,python,Data Analysis,Microsoft Office,Teamwork,Statistics,R,Statistical Data Analysis,Statistical Modeling,Matlab,Minitab,SPSS,Mathematics,Mathematical Modeling,Survey Design,TORA,Mathematical Programming,Computational Mathematics,Statistical Programming,Multivariate Statistics,Interpersonal Skills,Academic Writing,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
124,madura-wanasingha-a1987559,Data Analysis,Databases,Microsoft Power BI,Data Warehousing,SQL Server Reporting Services SSRS,ASPNET,SQL Server Integration Services SSIS,TransactSQL TSQL,TSQL Stored Procedures,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
125,kalsara-liyanage-622906164,Data Analysis,Problem Solving,Data Visualization,Tableau,RStudio,R Programming Language,Data Cleaning,SQL Queries,Datadriven Decision Making,Data Aggregation,Calculation and analysis in SQL and spreadsheets,Organize Data,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
126,malitha-gunawardhana,Python Programming Language,MySQL,SQL,Machine Learning,Teamwork,Public Speaking,C,Microsoft Excel,Deep Learning,Team Leadership,Data Science,Tableau,Matlab,MATLAB,NumPy,Teaching,Algorithm Development,pandas,Chess,Biomedical Engineering,Compering,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
127,sandeepa-jayasanka,JavaScript,Python Programming Language,MySQL,Cascading Style Sheets CSS,AngularJS,SQL,HTML,Machine Learning,Data Analysis,Software Development,Teamwork,ObjectOriented Programming OOP,Statistics,Data Visualization,Critical Thinking,Management,Microsoft Power BI,Microsoft SQL Server,Mathematics,Agile Methodologies,Communication,C,FullStack Development,ASPNET,Web Application Development,NET,ModelViewController MVC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
128,ptsamarakoon,Java,JavaScript,Python Programming Language,PHP,MySQL,SQL,Web Development,Git,Linux,Machine Learning,Data Analysis,Software Development,Microsoft Azure,Problem Solving,Programming,Adobe Photoshop,Teamwork,Leadership,ObjectOriented Programming OOP,Statistics,R,SPSS,Management,Microsoft Power BI,Business Analysis,Business Strategy,Big Data,Data Modeling,Communication,C,Android,Software Design,DecisionMaking,Business Intelligence,Coaching,Microsoft Azure Machine Learning,Process Automation,Agile Project Management,Small Business Marketing,Advertising,Executive Leadership,CodeIgniter,Drawing,Mentoring,Entrepreneurship,Application Development,Mobile Application Development,Mobile Web Design,Emotional Intelligence,Thinking Skills,nan,
129,senthuran-devapalan-70373759,Java,JavaScript,Python Programming Language,PHP,MySQL,XML,SQL,Web Development,HTML,Data Engineering,Data Analysis,Programming,CSS,Microsoft SQL Server,PySpark,Big Data,Extract,Transform,Load ETL,Data Warehousing,jQuery,Web Services,Business Intelligence,Oracle,NET,ETL,Testing,Lecturing,MicroStrategy,SEO,CakePHP,Talend,OLAP,Unix Shell Scripting,CMS,OLTP,IBM InfoSphere DataStage,IBM InfoSphere Information Analyzer,IBM Cognos Report Studio,Mode Analytics,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
130,imesha-i,Java,Microsoft Word,C Programming Language,Programming,Microsoft Office,Teamwork,Project Management,Microsoft PowerPoint,Python,Arduino,Image Processing,Matlab,Analytical Skills,Research,Mathematics,Programmable Logic Controller PLC,PLC Programming,MATLAB,Writing,Microcontrollers,Simulink,FieldProgrammable Gate Arrays FPGA,Microsoft Project,Technical Writing,Volunteering,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
131,thilina-kariyawasam,Java,C,Python Programming Language,SQL,Linux,Machine Learning,Data Analysis,Software Development,Programming,Microsoft Office,Leadership,C,Microsoft Excel,Algorithms,Hadoop,Research,Apache Spark,Oracle SQL Developer,Data Modeling,Database Development,Data Warehousing,Software Engineering,Electrical Engineering,Networking,OOP,Eclipse,Pandas Software,ScikitLearn,Photoshop,Embedded Systems,Oracle Database,pandas,numpy,Design Thinking,Power Generation,Power Transmission,Power Protection,Baseball,Cricket,IT Service Management,oracle sql,oracle plsql,Investment Strategies,Personal Finance,Internet Technologies,nan,nan,nan,nan,nan,nan,
132,senura-ruvinda-fernando-6541a9101,C,Python Programming Language,MySQL,SQL,Data Engineering,Machine Learning,Microsoft Office,ObjectOriented Programming OOP,Python,Data Science,R,Matlab,Microsoft Power BI,Microsoft SQL Server,NetBeans,Google Cloud Platform GCP,TensorFlow,DevOps,Data Modeling,Cloud Development,Deep Neural Networks DNN,Android Studio,Java,css,html,c,JavaServer Pages JSP,Spring MVC,HQL,Cisco packet Tracer,coding,servelet,StarUML,Chatbot Design,Chatbot Development,Dialogflow,Cassandra,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
133,ruvinisamanthika,Java,JavaScript,PHP,MySQL,Cascading Style Sheets CSS,XML,SQL,HTML,Databases,CSS,Microsoft Power BI,Microsoft SQL Server,NetBeans,Business Intelligence BI,Android Development,C,OOP,Eclipse,Android,OBIEE,SSRS,SQL Server Reporting Services SSRS,SQL Server Management Studio,SQL Server Analysis Services SSAS,Qlik Sense,Oracle Data Integrator ODI,SSIS,TSQL,SSAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
134,vindaya-fernando-063189184,Java,JavaScript,PHP,HTML,CSS,C,Computer Science,Angular,C,Oracle Database,c,ASPNET Core,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
135,charith-amarasinghe,Python Programming Language,MySQL,SQL,Machine Learning,Data Analysis,English,Leadership,MongoDB,Python,Data Mining,R,Management,Amazon Web Services AWS,Data Cleaning,AWS SageMaker,Data Extraction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
136,dhanushka-gayashan,Java,JavaScript,XML,SQL,Linux,Scala,Teamwork,Team Leadership,Management,Apache Spark,DevOps,Big Data,Distributed Systems,Amazon Web Services AWS,Serverless Computing,Apache Kafka,Software Engineering,OOP,jQuery,Android,Web Services,Web Applications,Java Enterprise Edition,AJAX,JSON,Hibernate,JPA,Docker,Design Patterns,UML,JBoss Application Server,Tomcat,Play Framework,Elastic Stack ELK,Business Managment,Microservice,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
137,damith-bandara-30421a146,MySQL,Web Development,HTML,WordPress,Photography,Programming,Microsoft Office,CSS,Project Management,Microsoft Excel,Team Management,Microsoft SQL Server,C,Oracle Database,PLSQL,QuickBooks,Dropshipper,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
138,shawn-brito-06a51544,Java,JavaScript,PHP,MySQL,SQL,Git,Linux,Databases,C,ElasticSearch,Google Cloud Platform GCP,Ubuntu,DevOps,Apache,Cloud Computing,Distributed Systems,Agile Methodologies,Amazon Web Services AWS,Software Engineering,jQuery,Eclipse,JavaSE,Web Services,Web Applications,JUnit,Software Engineering Practices,Teaching,AJAX,Kubernetes,Docker,Servlets,JSP,Bash,JavaServer Pages JSP,PostgreSQL,Oracle,JBoss Application Server,Lecturing,Tomcat,Jenkins,Logstash,Kibana,Ansible,Server Automation,Nagios,Solution Architecture,Digital Photography,JDBC,linux,Load Balancing,nan,
139,sandun-dayananda-1b8a51134,Python Programming Language,MySQL,XML,SQL,Leadership,Public Speaking,Customer Service,Data Visualization,Data Science,Data Analytics,Hadoop,Hive,Tableau,Analytical Skills,Management,Microsoft Power BI,Microsoft SQL Server,SAS Programming,Extract,Transform,Load ETL,Database Administration,Shell Scripting,Amazon Web Services AWS,Relational Databases,Database Development,Data Warehousing,SAS,JSON,Google Analytics,SQL Server Integration Services SSIS,Jira,ETL,Informatica,Data Manipulation,Data analysis,Database Queries,IBM DB,TransactSQL TSQL,Linux System Administration,Data Integration,Talend Open Studio,Data Extraction,MS SQL developer,SAS Visual Analytics,Pentaho,Database Testing,Data Transformation,Data Loading,Data Center Virtualization,Reporting,SAS Data Integration Studio : null
140,gishann,Java,PHP,MySQL,Cascading Style Sheets CSS,Bootstrap,HTML,Data Analysis,Databases,Microsoft Office,Adobe Photoshop,Microsoft Excel,Software Testing,Business Analysis,Data Modeling,Software Quality Assurance,Requirements Analysis,JIRA,Test Automation,Selenium,User Experience UX,Selenium WebDriver,Adobe XD,Enterprise Resource Planning ERP,Test Cases,Use Case Diagrams,IFS ERP,ITIL Process,SysAid,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
141,s-s-r,Java,JavaScript,PHP,MySQL,HTML,Cascading Style Sheets CSS,XML,SQL,Web Development,Git,HTML,Software Development,Databases,Graphic Design,Microsoft Office,Teamwork,ObjectOriented Programming OOP,Microsoft Excel,NetBeans,Computer Hardware Troubleshooting,Android Development,Windows,Android,JavaSE,Web Applications,AJAX,IntelliJ IDEA,JavaServer Pages JSP,Database Design,DBMS,Java Database Connectivity JDBC,Android SDK,Computer Maintenance,Cisco Certified Entry Networking Technician CCENT,Jasper Reports,Android Design,Mathematics for Computer Science,React Native Expo SDK,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
142,hasitha-amarasiri-b0203415b,Cassandra,Continuous Integration and Continuous Delivery CICD,Oracle Database Administration,Oracle RAC,Oracle ASM,mongoDB administration,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
143,rahul-madhuka-74aa9b182,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
144,thilini-samarakoon-67160215a,Java,Python Programming Language,SQL,Microsoft Word,Data Engineering,Machine Learning,Programming,Microsoft Office,Teamwork,Leadership,Microsoft Excel,Data Science,Extract,Transform,Load ETL,Data Pipelines,Data Migration,Talend Open Studio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
145,dhananjaya-perera,Data Engineering,Hadoop,Tableau,Big Data,Data Warehousing,RESTful WebServices,Software Design Patterns,informatica,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
146,chameera-de-silva,JavaScript,Python Programming Language,PHP,HTML,Machine Learning,Microsoft Azure,Microsoft Office,Leadership,ObjectOriented Programming OOP,Data Mining,Team Leadership,Data Visualization,Data Analytics,Predictive Modeling,R,Team Management,Google Cloud Platform GCP,Django,Networking,Flask,R Shiny,Talend,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
147,anoma-dharmapriya,Java,Python Programming Language,MySQL,Machine Learning,Data Analysis,Problem Solving,Programming,Microsoft Office,Teamwork,Leadership,Computer Science,Microsoft Excel,Python,Algorithms,Data Visualization,Predictive Modeling,Decision Trees,Statistical Modeling,Critical Thinking,Business Analysis,IBM SPSS,RStudio,Business Strategy,Big Data,Data Modeling,Agile Methodologies,Network Security,Agile Application Development,Communication,Statistical Tools,Statistical Process Control SPC,Discrete Mathematics,Software Design,JUnit,Software Quality Assurance,DecisionMaking,Cybersecurity,Requirements Analysis,Requirements Gathering,Product Lifecycle Management,Product Management,Matplotlib,Pandas Software,Usability,Usability Testing,Operations Management,nan,nan,nan,nan,nan,
148,d-hansika-pathirana-8ab0aa123,Java,C,JavaScript,Python Programming Language,PHP,MySQL,Cascading Style Sheets CSS,XML,SQL,Web Development,Linux,HTML,Microsoft Word,Machine Learning,Data Analysis,Software Development,Scala,Microsoft Azure,Databases,Teamwork,Leadership,C,Microsoft Excel,Deep Learning,Statistics,Data Visualization,Hadoop,Hive,R,Tableau,Microsoft SQL Server,Cloud Computing,Amazon Web Services AWS,C,jQuery,Windows,Eclipse,Spark,Data Cleaning,SQL Server Reporting Services SSRS,Amazon EC,SQL Server Management Studio,SQL Server Integration Services SSIS,SQL Server Analysis Services SSAS,PLSQL,Internet of Things IoT,TransactSQL TSQL,Data Integration,nan,nan,nan,
149,suneth-priyadarshana-329077183,Python Programming Language,Data Engineering,Big Data Analytics,Machine Learning,Data Analysis,Software Development,Computer Science,Data Mining,Natural Language Processing NLP,Data Science,Data Analytics,Artificial Neural Networks,Artificial Intelligence AI,Machine Learning Algorithms,R Programming Language,Big Data,Database Administration,Database Development,Applied Machine Learning,Neural Networks,Information Technology,Data Pipelines,Largescale Data Analysis,Google Kubernetes Engine GKE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
150,sehandesilva,Java,Python Programming Language,PHP,SQL,English,Responsive Web Design,Leadership,Data Mining,Microsoft Power BI,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
151,theshiya-reshini-imbulana-64312a173,Cascading Style Sheets CSS,SQL,Data Analysis,Microsoft Office,Teamwork,Leadership,Data Visualization,Hadoop,Tableau,Management,Business Intelligence BI,Big Data,Extract,Transform,Load ETL,Data Modeling,Communication,AWS SageMaker,Google Data Studio,Financial Accounting,Informatica,Amazon Athena,Self Learning,Amazon QuickSight,Technical Documentation,Financial Audits,Motivated,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
152,eranda-jayarathne-7490ab28,Java,PHP,MySQL,SQL,Linux,Python,Hadoop,Flume,Hive,HBase,Yarn,Sqoop,Apache Spark,PySpark,Big Data,Amazon Web Services AWS,Cloudera,Data Warehousing,Android,NoSQL,Amazon S,Cloudera Impala,CodeIgniter,Talend,MVC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
153,dinesh-chandra-kumara-a7420315,MySQL,XML,SQL,Linux,Microsoft Azure,Databases,Programming,Microsoft SQL Server,Extract,Transform,Load ETL,Data Warehousing,OOP,Windows,SSRS,Azure Data Factory,Azure Data Lake,SQL Azure,Database Design,SQL Server Integration Services SSIS,Oracle,PLSQL,ETL,SSIS,Unix Shell Scripting,Talend Open Studio,SSAS,Cognos,Business Objects,Datastage,Netezza,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
154,sudeera-withanage,Java,Python Programming Language,Data Engineering,Big Data Analytics,Machine Learning,Scala,Databases,Problem Solving,Programming,Deep Learning,Algorithms,Data Analytics,Hadoop,Hive,Critical Thinking,Apache Spark,Apache,Big Data,Cloud Computing,Extract,Transform,Load ETL,Agile Methodologies,MapReduce,Amazon Web Services AWS,Cloudera,Relational Databases,Agile Application Development,Hadoop Administration,Database Development,Cloud Development,Discrete Mathematics,JUnit,DecisionMaking,Telecommunications,Chatbot Development,Dialogflow,RDBMS,Refactoring,Test Driven Development,Machine Vision,Apache NiFi,Data Governance,nan,nan,nan,nan,nan,nan,nan,nan,
155,ruwanthi-fernando-741162104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
156,sachini-bamunusinghe,Java,Microsoft Word,Machine Learning,Data Analysis,Microsoft Office,Microsoft Excel,Microsoft PowerPoint,Python,R,Minitab,SPSS,Microsoft Power BI,R Programming Language,Keras,Amazon Web Services AWS,Elasticsearch,Kibana,DASH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
157,nuwan-sameera-5aa61a130,MySQL,HTML,Microsoft Word,Data Analysis,Microsoft Office,Leadership,Microsoft Excel,Customer Service,Data Analytics,Web Scraping,Dashboard Builder,MSAN,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
158,gihan-danansuriya,Java,MySQL,SQL,HTML,Microsoft Word,Microsoft Office,Leadership,Microsoft Excel,Python,Team Leadership,PowerPoint,Hive,R,Artificial Neural Networks,Time Series Analysis,Management,Windows,ML,CEP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
159,chathuri-madhushika-b8b967102,JavaScript,Web Development,HTML,Microsoft Word,Microsoft Office,Teamwork,Leadership,Public Speaking,Project Management,Microsoft Excel,Customer Service,Adobe Illustrator,Data Visualization,PowerPoint,Research,Management,Big Data,Agile Methodologies,Network Security,Cybersecurity,Html,Javascript,Php,Information Graphics,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
160,samithdisal,Java,JavaScript,PHP,MySQL,SQL,Linux,Scala,C,ObjectOriented Programming OOP,Python,Hadoop,Hive,HBase,Apache Spark,Apache Kafka,C,OOP,NoSQL,Kubernetes,Docker,Design Patterns,Pandas,NET,Spring,Snowflake,Azkaban,Airflow,Play Framework,Akka,Amazon EKS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
161,kaveesha-chamupathi-9b3051132,JavaScript,Python Programming Language,PHP,SQL,Web Development,HTML,Data Engineering,Big Data Analytics,Machine Learning,Data Analysis,Microsoft Office,C,Deep Learning,Hadoop,Time Series Analysis,Statistical Data Analysis,Microsoft SQL Server,Predictive Analytics,Amazon Web Services AWS,Networking,Embedded Systems,RealTime Operating Systems RTOS,Engineering Management,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
162,tharindu-buddhika-64513a141,Java,Python Programming Language,MySQL,SQL,HTML,Microsoft Word,Machine Learning,Microsoft Azure,Microsoft Office,java,Microsoft PowerPoint,BackEnd Web Development,Team Management,Microsoft Power BI,Microsoft SQL Server,Google Cloud Platform GCP,Business Intelligence BI,Amazon Web Services AWS,Data Warehousing,Android Development,SQL Server Reporting Services SSRS,Azure Data Factory,SQL Azure,Social Media,Spring MVC,SQL Server Management Studio,SQL Server Integration Services SSIS,SQL Server Analysis Services SSAS,Azure DevOps,TransactSQL TSQL,DWBI,tsql,Data Cubes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
163,maleesha-koralage-4b25a1135,JavaScript,Python Programming Language,HTML,Problem Solving,Leadership,ObjectOriented Programming OOP,Analytical Skills,Research,Strategy,Communication,Oracle,PLSQL,Informatica,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
164,tharuka-salgadu,Python Programming Language,HTML,Cascading Style Sheets CSS,HTML,Scala,Problem Solving,C Programming Language,Microsoft Office,C,Programming Languages,R,Education,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
165,lahiru-reshan-wanniachchi-896154b1,Java,JavaScript,Python Programming Language,PHP,MySQL,HTML,Cascading Style Sheets CSS,XML,AngularJS,SQL,HTML,Data Analysis,Software Development,Programming,ObjectOriented Programming OOP,DevOps,Cloud Computing,Data Warehousing,Android Development,C,jQuery,Web Services,NET Framework,AJAX,ASPNET,RESTful WebServices,mysql,PHP Applications,Internet of Things IoT,Dart,Wireless Technologies,ASPNET Web API,Wordpress,boostrap,Sage Line,laravel,NET Core,angular,devops,IOT,Accounting System Analysing,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
166,ruvindi-gunathilake-a893b71b7,Python Programming Language,C Programming Language,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
167,eimalive,Java,JavaScript,Python Programming Language,PHP,Cascading Style Sheets CSS,HTML,Data Engineering,Machine Learning,Scala,Leadership,Data Visualization,Data Science,Hadoop,Apache Spark,Business Intelligence BI,Data Warehousing,JavaFX,Unity,Game Design,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
168,hgayanj,Python Programming Language,Microsoft Word,Programming,Microsoft Office,Teamwork,Leadership,Microsoft Excel,Customer Service,Data Visualization,Data Science,Data Analytics,PowerPoint,Hadoop,R,Tableau,Matlab,Apache Spark,MapReduce,Amazon Web Services AWS,MATLAB,Networking,Windows,LTE,Transmission,Network Optimization,Phython,Machnine Learning,G,Drive Test,RF Planning,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
169,stephan-desilva,Python Programming Language,MySQL,Databases,Leadership,Public Speaking,Project Management,Microsoft Excel,Data Analytics,Management,IBM SPSS,Strategy,Marketing,Social Media,Digital Marketing,Event Management,Advertising,Public Relations,Journalism,Relationship Building,News Anchoring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
170,sachithra-anushanka-reading-data-science-degree-in-nibm-01110b135,Microsoft Office,Teamwork,Microsoft Excel,Team Leadership,Management,Inventory Management,Supply Chain Management,Procurement,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
171,anushan-ramesh,Web Development,Microsoft Word,Machine Learning,Microsoft Office,Teamwork,Leadership,Microsoft Excel,Python,Arduino,Google Cloud Platform GCP,Big Data,Data Warehousing,REST APIs,Data Pipelines,Red Hat Linux,Stream Processing,Data Lakes,Batch Processing,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
172,niluparupasinghe,Python Programming Language,MySQL,SQL,Big Data Analytics,Machine Learning,Data Analysis,Scala,Databases,English,Programming,Teamwork,Leadership,ObjectOriented Programming OOP,MongoDB,Microsoft Excel,Microsoft PowerPoint,Python,Team Leadership,Data Visualization,Data Science,Hadoop,R,Tableau,Time Series Analysis,Statistical Data Analysis,Statistical Modeling,Analysis,Analytics,Google Cloud Platform GCP,Machine Learning Algorithms,Apache Spark,Multivariate Analysis,DevOps,Docker Products,Big Data,Cloud Computing,Agile Methodologies,Amazon Web Services AWS,Serverless Computing,Agile Application Development,Cloud Administration,Database Development,Cloud Development,Containerization,Teaching,Agile Project Management,PostgreSQL,REST APIs,RDBMS,Security Awareness,nan,
173,weiliang-zhou,Python Programming Language,Data Analysis,MongoDB,Python,R,Microsoft SQL Server,Extract,Transform,Load ETL,Amazon Web Services AWS,Django,MATLAB,CouchDB,ArcGIS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
174,vimukthi-perera-69143630,XML,SQL,HTML,Microsoft SQL Server,C,Web Services,Java Enterprise Edition,Requirements Analysis,Oracle,PLSQL,Tomcat,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
175,janagansiva,Java,C,JavaScript,PHP,MySQL,HTML,SQL,Web Development,Linux,Software Development,Programming,Microsoft Office,C,PowerPoint,Software Project Management,Quality Assurance,C,Android,NoSQL,Database Design,Mobile Application Development,System Testing,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
