,id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,asha-sulaiman,Java,C,JavaScript,Python Programming Language,PHP,MySQL,HTML,Cascading Style Sheets CSS,XML,AngularJS,Bootstrap,Nodejs,SQL,Web Development,Laravel,Video Editing,python,Git,Linux,Linux Kernel,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
1,hasanka-senadheera-7b9183162,Java,PHP,MySQL,HTML,Cascading Style Sheets CSS,SQL,Laravel,python,Git,HTML,Microsoft Word,WordPress,Shopify,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
2,sahan-poornaka,Java,Python Programming Language,Linux,Data Engineering,Big Data Analytics,Machine Learning,Data Analysis,Software Development,Scala,Microsoft Azure,Databases,Problem Solving,English,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
3,thilaksi-gunathilaka-22589b199,JavaScript,PHP,HTML,Video Editing,Photography,Creative Writing,C Programming Language,Science,Molecular Biology,Responsive Web Design,Graphic Design,Programming,Editing,HR Management,Microsoft Office,java,CSS,Adobe Photoshop,Adobe Premiere Pro,Teamwork,Leadership,Public Speaking,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
4,ashani-fonseka,Python Programming Language,Problem Solving,Article Writing,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
5,sithija-siriwardana,Java,JavaScript,Python Programming Language,PHP,MySQL,SQL,Web Development,Git,HTML,Microsoft Word,Software Development,Scala,C Programming Language,Teamwork,Leadership,C,ObjectOriented Programming OOP,Software Development Life Cycle SDLC,Project Management,Computer Science,Reactjs,MongoDB,Flutter,Microsoft Excel,Microsoft PowerPoint,Customer Service,Angular,Deep Learning,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
6,rnithees,Java,JavaScript,PHP,MySQL,Nodejs,SQL,Laravel,Git,Graphic Design,Programming,Adobe Photoshop,ObjectOriented Programming OOP,MongoDB,Adobe Illustrator,Vuejs,Firebase,Java,ASPNET,BackEnd Web Development,API Development,Expressjs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
7,thilan-k-bandara,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
8,anjana-samindra-perera,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
9,kamalka-fernando-b9aaa114a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
10,dilantha-haputhanthri,Java,JavaScript,Python Programming Language,MySQL,Git,Machine Learning,Software Development,Microsoft Office,Teamwork,Leadership,C,ObjectOriented Programming OOP,Project Management,MongoDB,Deep Learning,Python,Data Structures,Algorithms,Scrum,Data Mining,Numerical Analysis,Arduino,Github,Unified Modeling Language UML,Team Leadership,Programming Languages,Compilers,Computer Architecture,Concurrent Programming,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
11,ruban-sran-3a274a4b,HTML,Cascading Style Sheets CSS,Bootstrap,SQL,Machine Learning,Data Analysis,Microsoft Office,MongoDB,Microsoft Excel,Deep Learning,Python,Natural Language Processing NLP,Statistics,Data Visualization,R,Data Science,Data Analytics,Predictive Modeling,ElasticSearch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
12,ramchander-chikkala-995b9385,Java,C,JavaScript,Python Programming Language,MySQL,SQL,HTML,Microsoft Word,Machine Learning,Microsoft Office,CSS,C,Software Development Life Cycle SDLC,Microsoft Excel,Customer Service,Github,Statistics,Data Science,PowerPoint,Hadoop,Flume,Hive,HBase,Yarn,Apache Pig,Sqoop,Software Architectural Design,R,ServiceOriented Architecture SOA,Software Requirements,Software Project Management,Software Documentation,Software Testing,Logistic Regression,Linear Regression,PCA,Artificial Neural Networks,Probability,Support Vector Machine SVM,Tableau,Market Basket Analysis,KNearest Neighbors KNN,Model Building,Decision Trees,Time Series Analysis,Apriori algorithm,nan,nan,nan,nan,nan,
13,minolimunasinghe,Java,Programming,Teamwork,Microsoft Excel,Deep Learning,Python,Natural Language Processing NLP,Data Visualization,Data Science,Image Processing,Statistical Data Analysis,Statistical Modeling,Matlab,Minitab,PowerBI,SPSS,OpenCV,Pycharm,Computer Vision,Artificial Intelligence AI,Analytical Skills,Critical Thinking,Easily Adaptable,Anaconda,Jupiter Notebook,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
14,praveen-ekanayake-58793541,Python Programming Language,SQL,Microsoft Word,Data Analysis,Microsoft Office,Leadership,Public Speaking,Project Management,Microsoft Excel,Customer Service,Deep Learning,PowerPoint,R,Matlab,Research,Analysis,Market Research,Mathematica,Management,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
15,rehan-mendis-39872017a,Python Programming Language,Machine Learning,Data Analysis,Microsoft Office,Teamwork,Leadership,Microsoft Excel,Data Science,R,Management,Presentation Skills,Team Management,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
16,umesh-anushanga-219608b5,Java,Python Programming Language,SQL,Machine Learning,Data Analysis,English,C,Deep Learning,Data Science,Data Analytics,R,Statistical Modeling,Minitab,Quality Assurance,Sports,Microsoft Power BI,Microsoft SQL Server,NetBeans,Statistical Inference,Maple,National weightlifter,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
17,thisura-senevirathne,Java,Python Programming Language,python,Microsoft Word,Big Data Analytics,Machine Learning,Data Analysis,Teamwork,Leadership,Public Speaking,C,Project Management,Computer Science,Microsoft Excel,Microsoft PowerPoint,Deep Learning,Data Mining,Statistics,Data Visualization,Data Science,Data Analytics,R,Artificial Neural Networks,Time Series Analysis,Image Processing,Statistical Data Analysis,Minitab,Artificial Intelligence AI,Analytical Skills,Microsoft Power BI,Analytics,Mathematics,Mathematical Modeling,Operations Research,Business Analysis,applied statistics,IBM SPSS,Google Cloud Platform GCP,Machine Learning Algorithms,Digital Image Processing,Applied Mathematics,Linear Models,General Linear Models,GLM,Stochastic Modeling,Stochastic Methods,Stochastic Optimization,Stochastic Simulation,Exploratory Data Analysis,yolo,nan,
18,binu-pathiranage-00358b158,Machine Learning,Teamwork,Microsoft Excel,Microsoft PowerPoint,Statistical Data Analysis,Research,RStudio,R Programming Language,Eviwes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
19,pularam,Python Programming Language,MySQL,SQL,Machine Learning,Data Analysis,Programming,Data Mining,Statistics,Data Science,Predictive Modeling,Hadoop,Hive,R,Probability,Analytical Skills,Research,Mathematics,Mathematical Modeling,Forecasting,Apache Spark,Bayesian statistics,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
20,thiraj-s-2771b5107,Java,Python Programming Language,Big Data Analytics,Data Analysis,Microsoft Azure,Microsoft Office,Teamwork,Microsoft Excel,Team Leadership,Data Visualization,Data Science,Data Analytics,R,Tableau,Management,Microsoft Power BI,R Programming Language,Business Intelligence BI,Report Writing,PySpark,Oracle SQL Developer,Good communication skills,programming skills,Organisational skills,Good writting skills,Predictive Analytics,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
21,ampatishan-sivalingam,Java,Linux,Microsoft Word,Data Analysis,Programming,Microsoft Office,Teamwork,Leadership,Public Speaking,C,Microsoft Excel,Microsoft PowerPoint,Deep Learning,Python,Image Processing,Matlab,TensorFlow,PCB Design,Computer Hardware Troubleshooting,SolidWorks,Ubuntu,PyTorch,Keras,Altium Designer,OrCAD,Filter Design,Circuit Analysis,Altium,OrCAD Capture CIS,Network Troubleshooting,Software Troubleshooting,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
22,deshika-nawagamuwa-b192b292,Microsoft Word,Teamwork,MongoDB,Microsoft Excel,Python,Data Mining,ElasticSearch,R,Tableau,Time Series Analysis,Statistical Modeling,Matlab,Minitab,SPSS,Research,Market Research,Design of Experiments,Regression Analysis,Multivariate Analysis,Categorical Data Analysis,SAS Programming,EViews,Econometrics,Basic coding skills,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
23,purusanth-shanmukanathan-4a976615b,Python Programming Language,python,Data Engineering,Machine Learning,Data Analysis,ObjectOriented Programming OOP,Deep Learning,Data Mining,Natural Language Processing NLP,Data Science,R,Artificial Intelligence AI,Apache Spark,PySpark,TensorFlow,PyTorch,Online Advertising,Programmatic Media Buying,DevOps,Apache,Prioritize Workload,Time Management,Data Storytelling,Docker Products,Apache Spark ML,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
24,asanga-gunawardena-9a1b1ba1,SQL,Machine Learning,Data Analysis,Teamwork,Leadership,Microsoft Excel,Microsoft PowerPoint,Data Mining,Data Visualization,Tableau,Analytical Skills,Research,Management,Microsoft Power BI,Analytics,R studio,Power BI,Strategic Planning,Business Strategy,Strategy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
25,dhanujak,Java,Python Programming Language,SQL,Linux,Data Engineering,Big Data Analytics,Machine Learning,Scala,Databases,C Programming Language,Teamwork,ObjectOriented Programming OOP,Data Analytics,Hadoop,Hive,R,Tableau,Analytics,Google Cloud Platform GCP,Apache Spark,PySpark,Docker Products,Big Data,Cloud Computing,Distributed Systems,Extract,Transform,Load ETL,Data Modeling,Database Administration,Agile Methodologies,Shell Scripting,Network Security,MapReduce,Amazon Web Services AWS,Cloudera,Relational Databases,Apache Spark Streaming,Caffe,Serverless Computing,Agile Application Development,Apache Kafka,Cloud Administration,Hadoop Administration,Database Development,Cloud Development,ETL Tools,nan,nan,nan,nan,
26,vimaniya-rabindranathan-a92a09131,JavaScript,Python Programming Language,MySQL,Cascading Style Sheets CSS,SQL,Linux,HTML,Big Data Analytics,Data Analysis,C Programming Language,Programming,Teamwork,Leadership,C,Reactjs,MongoDB,Data Science,Data Analytics,Hadoop,Apache Pig,Matlab,Apache Spark,Docker Products,Cloud Computing,Amazon Web Services AWS,SCADA,Private Piloting,Programmable Logic Controller PLC,Printed Circuit Board PCB Design,C,PLC Programming,Data Warehousing,HiveQL,pig,Django,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
27,rajitha-navarathna-phd-36a0989,Java,C,Python Programming Language,MySQL,SQL,Linux,Big Data Analytics,Data Analysis,Software Development,Programming,C,Project Management,Deep Learning,Python,Algorithms,Statistics,Image Processing,Matlab,Research,Mathematics,Software Engineering,Engineering,Electrical Engineering,Digital Signal Processors,Project Planning,LaTeX,Power Systems,SAS,ObjectiveC,Communication,MATLAB,NeuroLinguistic Programming NLP,Artificial Intelligence,Creative Problem Solving,Prototyping,Physics,Storytelling,Visual Storytelling,Video Data Analytices,Strory Telling,Data Analytices,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
28,dumiraathukorala,Java,C,JavaScript,PHP,MySQL,XML,SQL,Web Development,Linux,HTML,Software Development,Databases,Programming,CSS,C,NetBeans,Ubuntu,Apache,Django,Android Development,C,HTML,Networking,OOP,jQuery,Windows,Eclipse,Android,Visual Basic,Visual C,Visual Studio,JavaSE,Web Services,Web Applications,Joomla,FullStack Development,Ionic Framework,Java Enterprise Edition,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
29,anoma-dharmapriya,Java,Python Programming Language,MySQL,Machine Learning,Data Analysis,Problem Solving,Programming,Microsoft Office,Teamwork,Leadership,Computer Science,Microsoft Excel,Python,Algorithms,Data Visualization,Predictive Modeling,Decision Trees,Statistical Modeling,Critical Thinking,Business Analysis,IBM SPSS,RStudio,Business Strategy,Big Data,Data Modeling,Agile Methodologies,Network Security,Agile Application Development,Communication,Statistical Tools,Statistical Process Control SPC,Discrete Mathematics,Software Design,JUnit,Software Quality Assurance,DecisionMaking,Cybersecurity,Requirements Analysis,Requirements Gathering,Product Lifecycle Management,Product Management,Matplotlib,Pandas Software,Usability,Usability Testing,Operations Management,nan,nan,nan,nan,nan,
30,ramesh-madhubhashitha-980325141,Java,Python Programming Language,SQL,Data Analysis,Microsoft Office,Teamwork,Leadership,Customer Service,Statistics,R,Management,Mathematics,Pandas Software,NumPy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
31,ganeesha-sandeepani,Java,Python Programming Language,PHP,Linux,Microsoft Word,Machine Learning,Data Analysis,English,Microsoft Office,Leadership,Public Speaking,Microsoft Excel,Team Leadership,Natural Language Processing NLP,Data Visualization,Data Science,Predictive Modeling,PowerPoint,Hadoop,Research,Management,Process Improvement,Outlook,Data Scraping,spark,Bokeh,Web Scraping,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
32,prasad-chanaka,SQL,Linux,Data Engineering,Machine Learning,Microsoft Azure,Deep Learning,Python,Data Science,R,Tableau,Statistical Modeling,Artificial Intelligence AI,Microsoft Power BI,Google Cloud Platform GCP,Applied Statistics,Hadoop Eco Systems,Bayesian Statistics,Spark,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
33,fazliimaam,Java,Python Programming Language,MySQL,SQL,Git,Linux,Data Engineering,Big Data Analytics,Machine Learning,Data Analysis,Software Development,Microsoft Office,Computer Science,Deep Learning,Algorithms,Data Mining,Github,Statistics,Data Science,Data Analytics,Hadoop,Image Processing,Artificial Intelligence AI,R Programming Language,Apache Spark,TensorFlow,PyTorch,Keras,DevOps,Docker Products,Big Data,Amazon Web Services AWS,Hadoop Administration,Database Development,Containerization,Version Control,ScikitLearn,Quantum Computing,NoSQL,CouchDB,Data Cleaning,AWS SageMaker,Applied Machine Learning,MLOps,Feature Engineering,Neural Networks,nan,nan,nan,nan,nan,
34,mathanpiragash,Python Programming Language,Machine Learning,Algorithms,Research,Digital Electronics,Telecommunications,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
35,sujani-gamage-167801a0,MySQL,SQL,Microsoft Word,Data Analysis,Microsoft Office,Teamwork,Leadership,Project Management,Microsoft Excel,Microsoft PowerPoint,Data Mining,Statistics,Data Visualization,Data Analytics,PowerPoint,R,Tableau,Matlab,SPSS,Analytical Skills,Research,Analytics,Business Analysis,Machine Learning Algorithms,Oracle SQL Developer,Strategic Planning,Business Strategy,Data Modeling,SAS,Communication,Management Consulting,Presentation Design,Attrition Reduction,Survey Design,Employee Opinion Surveys,Business Intelligence,OBIEE,QlikView,QlikView Development,Business Intelligence Tools,SSRS,SQL Server Reporting Services SSRS,Dashboard,Coaching,People Management,nan,nan,nan,nan,nan,nan,
36,ushani-amarasekara,Java,Python Programming Language,Machine Learning,Data Analysis,Microsoft Office,Leadership,MongoDB,Microsoft Excel,Data Structures,Algorithms,Data Mining,Team Leadership,Natural Language Processing NLP,Data Visualization,Data Science,Data Analytics,R,Statistical Data Analysis,Microsoft Power BI,Exploratory Data Analysis,PySpark,Amazon Web Services AWS,C,statistics,Operational research,html csssqljava script,Data bases,Software Engineering Practices,Unsupervised Learning,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
37,pranath,Java,C,JavaScript,Python Programming Language,PHP,MySQL,Cascading Style Sheets CSS,SQL,Web Development,Laravel,WordPress,Machine Learning,Creative Writing,Programming,Microsoft Office,Adobe Photoshop,Project Management,Computer Science,Data Science,R,Logistic Regression,Mathematics,Report Writing,Apache Kafka,C,jQuery,Writing,NET Framework,ASPNET MVC,Photoshop,Lasso,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
38,chamodi-raveesha-perera,Python Programming Language,Machine Learning,Data Analysis,Microsoft Office,Teamwork,Leadership,Statistics,Data Science,R,Statistical Data Analysis,Matlab,Minitab,SPSS,Research,Presentation Skills,R Programming Language,EViews,Communication,Writing,Teaching,TORA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
39,vanodya-perera,Python Programming Language,Microsoft Word,Data Analysis,Leadership,Public Speaking,Statistics,Data Science,Research,Presentation Skills,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
40,thimaldeemantha,Java,C,JavaScript,PHP,MySQL,Cascading Style Sheets CSS,SQL,HTML,Microsoft Word,Software Development,English,Programming,Microsoft Office,Teamwork,C,Microsoft Excel,Python,PowerPoint,Matlab,Research,Android Development,Software Design,Embedded Systems,AJAX,JSON,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
41,jawad-t-2a757388,C,MySQL,SQL,Linux,Machine Learning,Software Development,Programming,CSS,C,Python,Data Structures,Algorithms,Matlab,Algo,Dynamic Programming,Core Java,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
42,surangan,JavaScript,Python Programming Language,SQL,HTML,Big Data Analytics,Machine Learning,Software Development,Microsoft Azure,Databases,Programming,Teamwork,Customer Service,Team Leadership,Data Visualization,Data Science,Data Analytics,Hadoop,R,Tableau,Pycharm,Analytical Skills,Management,Team Management,Microsoft Power BI,RStudio,PySpark,TensorFlow,PyTorch,Big Data,Relational Databases,C,Windows,Insurance,Risk Management,General Insurance,Underwriting,Life Insurance,Information Technology,IT Management,UiPath,Automation Anywhere,Relationship Management,IT Project Program Management,RPA,nan,nan,nan,nan,nan,nan,nan,
43,kethmi-hettige-713170100,Data Analysis,Microsoft Office,Teamwork,Leadership,Public Speaking,Statistics,Data Science,Research,Presentation Skills,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
44,antonyjega12,Java,C,SQL,Machine Learning,Microsoft Azure,Problem Solving,Programming,Teamwork,Project Management,Deep Learning,Python,Data Analytics,R,Artificial Neural Networks,Matlab,OpenCV,Computer Vision,Artificial Intelligence AI,Research,TensorFlow,Altium Designer,Shell Scripting,Amazon Web Services AWS,Printed Circuit Board PCB Design,Teaching,Control Systems Design,Microcontrollers,Renewable Energy,Power systems Analysis,Simulink,Industrial Internet of Things IIoT,Digital Signal Processing,Algorithm Development,Xilinx,PowerWorld,LTSpice,CGIPerl,Prolog,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
45,dinusha-dissanayake-7b6b2367,C,MySQL,Microsoft Word,Data Analysis,Microsoft Office,Teamwork,Microsoft Excel,Microsoft PowerPoint,Python,Data Mining,Statistics,Data Visualization,PowerPoint,R,Minitab,Research,Business Analysis,Forecasting,Financial Analysis,Technology Transfer,Information Management,Risk Assessment,SAP ERP,Team work,Accounting Management,Patent Searching,Patentability,Project Tracking,Technology Marketing,Decision Analysis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
46,kavishka-sheran-2102a0190,MySQL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
47,ammarbinameerdeen,Java,JavaScript,Python Programming Language,PHP,Nodejs,SQL,Git,Linux,Data Engineering,Machine Learning,Programming,Project Management,Angular,Deep Learning,Data Structures,Data Mining,Statistics,Data Visualization,Data Science,R,Statistical Data Analysis,Research,Team Management,Mathematics,Business Intelligence BI,Distributed Systems,Amazon Web Services AWS,Data Warehousing,C,Networking,Android,Cybersecurity,NoSQL,ASPNET MVC,Information Security,Network Administration,Marketing,User Interface Design,Firewalls,ASPNET,RESTful architecture,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
48,amila-viraj,Java,C,MySQL,Machine Learning,Databases,Deep Learning,BackEnd Web Development,Python,Data Science,Artificial Intelligence AI,TensorFlow,PyTorch,Keras,Spring Framework,Web Design,Spring Boot,Hibernate,JPA,Maven,RESTful WebServices,Angular,NLP,NLTK,Computer Vision with OpenCV,Koreai,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
49,vikram731,Java,C,JavaScript,Nodejs,Machine Learning,Software Development,C,Deep Learning,Firebase,Python,Data Structures,Algorithms,Data Science,R,Shell Scripting,Software Engineering,ObjectiveC,Eclipse,Android,Object Oriented Design,Perl,Elixir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
50,sarangakumarapeli,Java,Python Programming Language,Nodejs,Web Development,Git,Software Development,Problem Solving,Teamwork,Leadership,ObjectOriented Programming OOP,BackEnd Web Development,Statistics,Agile Methodologies,Software Quality Assurance,Version Control,Web Design,Microsoft Azure Machine Learning,Design,Logo Design,Frontend Development,JavaFX,Game Testing,Game Art,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
51,roy-ian-7a5b5b9a,Java,Python Programming Language,Machine Learning,Leadership,C,Python,Data Mining,R,TensorFlow,Keras,Big Data,Networking,AWS SageMaker,Coaching,People Management,Digital Libraries,Diversity Inclusion,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
52,ammar-fahmy-116b9418a,Machine Learning,Software Development,Graphic Design,ObjectOriented Programming OOP,Deep Learning,Data Science,Artificial Neural Networks,Artificial Intelligence AI,Computer Hardware Troubleshooting,Docker Products,Cloud Computing,Data Modeling,Cloud Development,Convolutional Neural Networks CNN,Computer Network Operations,Deep Neural Networks DNN,Malware Analysis,Hardware Engineering,Kubernetes,Web Application Development,Web Application Design,Databasedriven Web Applications,Network Programming,Game Programming,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
53,ishara-usoof-061901187,Python Programming Language,Machine Learning,Data Analysis,Problem Solving,English,C,Computer Science,Data Visualization,Data Science,R,Decision Trees,Time Series Analysis,Image Processing,Computer Vision,Artificial Intelligence AI,Analytical Skills,Research,Operations Research,PyTorch,Keras,Docker Products,Data Modeling,MATLAB,Web Scraping,Containerization,Prolog,Flask,Presentations,NetLogo,Modeling and Simulation,Modeling,Simulations,Computer Graphics,Pattern Recognition,Story,Process Automation,colab,Text generation,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
54,akilendra,Java,JavaScript,PHP,MySQL,AngularJS,Nodejs,SQL,Web Development,HTML,Big Data Analytics,Machine Learning,Software Development,Programming,CSS,C,MongoDB,Microsoft Excel,Python,Hadoop,Hive,Amazon Web Services AWS,Software Engineering,C,Windows,Eclipse,Spark,ScikitLearn,AJAX,JSON,ASPNET,NLTK,PhoneGap,Titanium Mobile,Mobile Applications,TypeScript,Text Analytics,Natural Language Processing,Amazon EC,Amazon S,Docker,Microservices,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
55,prageeth1234,Java,Python Programming Language,SQL,Data Analysis,Microsoft Office,Teamwork,Public Speaking,Microsoft Excel,Data Science,SPSS,DevOps,C,Process Automation,Spreadsheets,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
